library_number,id,title_en,category_label,priority,trigger_kind,automation_pattern,uses_ai,human_in_the_loop,complexity,ru_smb_fit,existing_70_collision_check
228,it_devops_security.device_return_tracking,Device return tracking,"IT, DevOps & Security",P1,schedule,detect/request → enrich → assess → approve → execute → verify → audit,False,False,M,high,required_against_authoritative_manifest
229,it_devops_security.security_alert_enrichment,Security alert enrichment,"IT, DevOps & Security",P1,event,detect/request → enrich → assess → approve → execute → verify → audit,False,False,S,high,required_against_authoritative_manifest
230,it_devops_security.phishing_report_triage,Phishing report triage,"IT, DevOps & Security",P1,schedule,detect/request → enrich → assess → approve → execute → verify → audit,False,False,L,high,required_against_authoritative_manifest
231,it_devops_security.vulnerability_intake_and_prioritization,Vulnerability intake and prioritization,"IT, DevOps & Security",P1,event,detect/request → enrich → assess → approve → execute → verify → audit,False,False,M,high,required_against_authoritative_manifest
232,it_devops_security.patch_deployment_approval,Patch deployment approval,"IT, DevOps & Security",P1,manual_or_event,detect/request → enrich → assess → approve → execute → verify → audit,False,True,S,high,required_against_authoritative_manifest
233,it_devops_security.backup_job_monitoring,Backup job monitoring,"IT, DevOps & Security",P1,schedule,detect/request → enrich → assess → approve → execute → verify → audit,False,False,M,high,required_against_authoritative_manifest
234,it_devops_security.backup_restore_test_coordination,Backup restore test coordination,"IT, DevOps & Security",P1,manual_or_event,detect/request → enrich → assess → approve → execute → verify → audit,False,False,M,high,required_against_authoritative_manifest
235,it_devops_security.service_health_monitoring,Service health monitoring,"IT, DevOps & Security",P1,schedule,detect/request → enrich → assess → approve → execute → verify → audit,False,False,L,high,required_against_authoritative_manifest
236,it_devops_security.incident_detection_and_paging,Incident detection and paging,"IT, DevOps & Security",P1,manual_or_event,detect/request → enrich → assess → approve → execute → verify → audit,False,False,M,high,required_against_authoritative_manifest
237,it_devops_security.incident_severity_classification,Incident severity classification,"IT, DevOps & Security",P1,manual_or_event,detect/request → enrich → assess → approve → execute → verify → audit,True,False,M,high,required_against_authoritative_manifest
238,it_devops_security.incident_response_coordination,Incident response coordination,"IT, DevOps & Security",P2,manual_or_event,detect/request → enrich → assess → approve → execute → verify → audit,False,False,S,high,required_against_authoritative_manifest
239,it_devops_security.post_incident_review,Post-incident review,"IT, DevOps & Security",P2,manual_or_event,detect/request → enrich → assess → approve → execute → verify → audit,False,True,M,high,required_against_authoritative_manifest
240,it_devops_security.change_request_intake,Change request intake,"IT, DevOps & Security",P2,event,detect/request → enrich → assess → approve → execute → verify → audit,False,False,L,high,required_against_authoritative_manifest
241,it_devops_security.change_risk_assessment,Change risk assessment,"IT, DevOps & Security",P2,manual_or_event,detect/request → enrich → assess → approve → execute → verify → audit,True,False,S,high,required_against_authoritative_manifest
242,analytics_compliance.data_request_intake,Data request intake,"Analytics, Risk & Compliance",P0,event,collect → validate → analyze → decide → report → remediate → evidence,False,False,L,high,required_against_authoritative_manifest
243,analytics_compliance.data_quality_anomaly_detection,Data quality anomaly detection,"Analytics, Risk & Compliance",P0,manual_or_event,collect → validate → analyze → decide → report → remediate → evidence,True,False,M,high,required_against_authoritative_manifest
244,analytics_compliance.data_source_freshness_monitoring,Data source freshness monitoring,"Analytics, Risk & Compliance",P0,schedule,collect → validate → analyze → decide → report → remediate → evidence,False,False,M,high,required_against_authoritative_manifest
245,analytics_compliance.kpi_calculation_and_publication,KPI calculation and publication,"Analytics, Risk & Compliance",P0,manual_or_event,collect → validate → analyze → decide → report → remediate → evidence,False,False,S,high,required_against_authoritative_manifest
246,analytics_compliance.executive_dashboard_refresh,Executive dashboard refresh,"Analytics, Risk & Compliance",P0,manual_or_event,collect → validate → analyze → decide → report → remediate → evidence,False,False,M,high,required_against_authoritative_manifest
247,analytics_compliance.scheduled_management_reporting,Scheduled management reporting,"Analytics, Risk & Compliance",P0,schedule,collect → validate → analyze → decide → report → remediate → evidence,False,False,L,high,required_against_authoritative_manifest
248,analytics_compliance.ad_hoc_report_generation,Ad-hoc report generation,"Analytics, Risk & Compliance",P0,schedule,collect → validate → analyze → decide → report → remediate → evidence,False,False,S,high,required_against_authoritative_manifest
249,analytics_compliance.forecast_refresh_and_review,Forecast refresh and review,"Analytics, Risk & Compliance",P0,schedule,collect → validate → analyze → decide → report → remediate → evidence,False,True,M,high,required_against_authoritative_manifest
250,analytics_compliance.customer_churn_risk_detection,Customer churn risk detection,"Analytics, Risk & Compliance",P1,manual_or_event,collect → validate → analyze → decide → report → remediate → evidence,True,False,M,high,required_against_authoritative_manifest
251,analytics_compliance.demand_anomaly_detection,Demand anomaly detection,"Analytics, Risk & Compliance",P1,manual_or_event,collect → validate → analyze → decide → report → remediate → evidence,False,False,S,high,required_against_authoritative_manifest
252,analytics_compliance.regulatory_update_monitoring,Regulatory update monitoring,"Analytics, Risk & Compliance",P1,schedule,collect → validate → analyze → decide → report → remediate → evidence,False,False,L,high,required_against_authoritative_manifest
253,analytics_compliance.policy_impact_assessment,Policy impact assessment,"Analytics, Risk & Compliance",P1,manual_or_event,collect → validate → analyze → decide → report → remediate → evidence,False,False,M,high,required_against_authoritative_manifest
254,analytics_compliance.compliance_evidence_collection,Compliance evidence collection,"Analytics, Risk & Compliance",P1,manual_or_event,collect → validate → analyze → decide → report → remediate → evidence,False,False,S,high,required_against_authoritative_manifest
255,analytics_compliance.control_execution_monitoring,Control execution monitoring,"Analytics, Risk & Compliance",P1,schedule,collect → validate → analyze → decide → report → remediate → evidence,False,False,M,high,required_against_authoritative_manifest
256,analytics_compliance.audit_request_coordination,Audit request coordination,"Analytics, Risk & Compliance",P1,event,collect → validate → analyze → decide → report → remediate → evidence,False,False,M,high,required_against_authoritative_manifest
257,analytics_compliance.audit_finding_remediation,Audit finding remediation,"Analytics, Risk & Compliance",P1,manual_or_event,collect → validate → analyze → decide → report → remediate → evidence,False,False,L,high,required_against_authoritative_manifest
258,analytics_compliance.risk_register_update,Risk register update,"Analytics, Risk & Compliance",P1,manual_or_event,collect → validate → analyze → decide → report → remediate → evidence,True,False,M,high,required_against_authoritative_manifest
259,analytics_compliance.third_party_due_diligence,Third-party due diligence,"Analytics, Risk & Compliance",P1,manual_or_event,collect → validate → analyze → decide → report → remediate → evidence,False,False,M,high,required_against_authoritative_manifest
260,analytics_compliance.vendor_risk_reassessment,Vendor risk reassessment,"Analytics, Risk & Compliance",P2,schedule,collect → validate → analyze → decide → report → remediate → evidence,True,False,S,medium,required_against_authoritative_manifest
261,analytics_compliance.consent_capture_and_verification,Consent capture and verification,"Analytics, Risk & Compliance",P2,manual_or_event,collect → validate → analyze → decide → report → remediate → evidence,False,False,M,medium,required_against_authoritative_manifest
262,analytics_compliance.data_subject_request_intake,Data subject request intake,"Analytics, Risk & Compliance",P2,event,collect → validate → analyze → decide → report → remediate → evidence,False,False,L,medium,required_against_authoritative_manifest
263,autonomous_agents.autonomous_company_research_agent,Autonomous company research agent,Autonomous Agents,P0,manual_or_event,goal → plan → delegate/tool-use → observe → evaluate → approve/escalate → deliver,True,True,L,high,required_against_authoritative_manifest
264,autonomous_agents.deep_research_and_cited_report_agent,Deep research and cited report agent,Autonomous Agents,P0,schedule,goal → plan → delegate/tool-use → observe → evaluate → approve/escalate → deliver,True,True,L,high,required_against_authoritative_manifest
265,autonomous_agents.market_monitoring_agent,Market monitoring agent,Autonomous Agents,P0,schedule,goal → plan → delegate/tool-use → observe → evaluate → approve/escalate → deliver,True,True,L,high,required_against_authoritative_manifest
266,autonomous_agents.competitive_intelligence_agent,Competitive intelligence agent,Autonomous Agents,P0,manual_or_event,goal → plan → delegate/tool-use → observe → evaluate → approve/escalate → deliver,True,True,L,high,required_against_authoritative_manifest
267,autonomous_agents.lead_research_and_enrichment_agent,Lead research and enrichment agent,Autonomous Agents,P0,manual_or_event,goal → plan → delegate/tool-use → observe → evaluate → approve/escalate → deliver,True,True,L,high,required_against_authoritative_manifest
268,autonomous_agents.sales_outreach_preparation_agent,Sales outreach preparation agent,Autonomous Agents,P0,manual_or_event,goal → plan → delegate/tool-use → observe → evaluate → approve/escalate → deliver,True,True,L,high,required_against_authoritative_manifest
269,autonomous_agents.customer_support_resolution_agent,Customer support resolution agent,Autonomous Agents,P0,manual_or_event,goal → plan → delegate/tool-use → observe → evaluate → approve/escalate → deliver,True,True,L,high,required_against_authoritative_manifest
270,autonomous_agents.knowledge_base_curator_agent,Knowledge-base curator agent,Autonomous Agents,P0,manual_or_event,goal → plan → delegate/tool-use → observe → evaluate → approve/escalate → deliver,True,True,L,high,required_against_authoritative_manifest
271,autonomous_agents.document_intake_and_extraction_agent,Document intake and extraction agent,Autonomous Agents,P0,event,goal → plan → delegate/tool-use → observe → evaluate → approve/escalate → deliver,True,True,L,high,required_against_authoritative_manifest
272,autonomous_agents.contract_review_agent,Contract review agent,Autonomous Agents,P0,manual_or_event,goal → plan → delegate/tool-use → observe → evaluate → approve/escalate → deliver,True,True,L,high,required_against_authoritative_manifest
273,autonomous_agents.invoice_processing_agent,Invoice processing agent,Autonomous Agents,P0,manual_or_event,goal → plan → delegate/tool-use → observe → evaluate → approve/escalate → deliver,True,True,L,high,required_against_authoritative_manifest
274,autonomous_agents.procurement_sourcing_agent,Procurement sourcing agent,Autonomous Agents,P0,manual_or_event,goal → plan → delegate/tool-use → observe → evaluate → approve/escalate → deliver,True,True,L,high,required_against_authoritative_manifest
275,autonomous_agents.recruiting_coordinator_agent,Recruiting coordinator agent,Autonomous Agents,P1,manual_or_event,goal → plan → delegate/tool-use → observe → evaluate → approve/escalate → deliver,True,True,L,high,required_against_authoritative_manifest
276,autonomous_agents.employee_onboarding_coordinator_agent,Employee onboarding coordinator agent,Autonomous Agents,P1,manual_or_event,goal → plan → delegate/tool-use → observe → evaluate → approve/escalate → deliver,True,True,L,high,required_against_authoritative_manifest
277,autonomous_agents.content_research_and_drafting_agent,Content research and drafting agent,Autonomous Agents,P1,manual_or_event,goal → plan → delegate/tool-use → observe → evaluate → approve/escalate → deliver,True,True,L,high,required_against_authoritative_manifest
278,autonomous_agents.social_media_campaign_agent,Social media campaign agent,Autonomous Agents,P1,manual_or_event,goal → plan → delegate/tool-use → observe → evaluate → approve/escalate → deliver,True,True,L,high,required_against_authoritative_manifest
279,autonomous_agents.seo_research_agent,SEO research agent,Autonomous Agents,P1,manual_or_event,goal → plan → delegate/tool-use → observe → evaluate → approve/escalate → deliver,True,True,L,high,required_against_authoritative_manifest
280,autonomous_agents.meeting_preparation_agent,Meeting preparation agent,Autonomous Agents,P1,manual_or_event,goal → plan → delegate/tool-use → observe → evaluate → approve/escalate → deliver,True,True,L,high,required_against_authoritative_manifest
281,autonomous_agents.meeting_follow_up_agent,Meeting follow-up agent,Autonomous Agents,P1,manual_or_event,goal → plan → delegate/tool-use → observe → evaluate → approve/escalate → deliver,True,True,L,medium,required_against_authoritative_manifest
282,autonomous_agents.data_analyst_agent,Data analyst agent,Autonomous Agents,P1,manual_or_event,goal → plan → delegate/tool-use → observe → evaluate → approve/escalate → deliver,True,True,L,medium,required_against_authoritative_manifest
283,autonomous_agents.dashboard_narrator_agent,Dashboard narrator agent,Autonomous Agents,P1,manual_or_event,goal → plan → delegate/tool-use → observe → evaluate → approve/escalate → deliver,True,True,L,medium,required_against_authoritative_manifest
284,autonomous_agents.incident_triage_agent,Incident triage agent,Autonomous Agents,P1,manual_or_event,goal → plan → delegate/tool-use → observe → evaluate → approve/escalate → deliver,True,True,L,medium,required_against_authoritative_manifest
285,autonomous_agents.qa_test_design_agent,QA test design agent,Autonomous Agents,P1,manual_or_event,goal → plan → delegate/tool-use → observe → evaluate → approve/escalate → deliver,True,True,L,medium,required_against_authoritative_manifest
286,autonomous_agents.repository_code_review_agent,Repository code review agent,Autonomous Agents,P2,manual_or_event,goal → plan → delegate/tool-use → observe → evaluate → approve/escalate → deliver,True,True,L,medium,required_against_authoritative_manifest
287,autonomous_agents.multi_agent_proposal_factory,Multi-agent proposal factory,Autonomous Agents,P2,manual_or_event,goal → plan → delegate/tool-use → observe → evaluate → approve/escalate → deliver,True,True,L,medium,required_against_authoritative_manifest
288,autonomous_agents.multi_agent_research_team,Multi-agent research team,Autonomous Agents,P2,manual_or_event,goal → plan → delegate/tool-use → observe → evaluate → approve/escalate → deliver,True,True,L,medium,required_against_authoritative_manifest
289,autonomous_agents.supervisor_worker_service_desk,Supervisor-worker service desk,Autonomous Agents,P2,manual_or_event,goal → plan → delegate/tool-use → observe → evaluate → approve/escalate → deliver,True,True,L,medium,required_against_authoritative_manifest
290,autonomous_agents.personal_multi_channel_work_assistant,Personal multi-channel work assistant,Autonomous Agents,P2,manual_or_event,goal → plan → delegate/tool-use → observe → evaluate → approve/escalate → deliver,True,True,L,medium,required_against_authoritative_manifest
291,cross_functional.customer_master_data_change_approval,Customer master-data change approval,Cross-functional,P0,manual_or_event,request → coordinate → approve → execute → verify → close,False,True,L,high,required_against_authoritative_manifest
292,cross_functional.supplier_onboarding_and_verification,Supplier onboarding and verification,Cross-functional,P0,manual_or_event,request → coordinate → approve → execute → verify → close,False,False,M,high,required_against_authoritative_manifest
293,cross_functional.new_product_launch_coordination,New product launch coordination,Cross-functional,P0,manual_or_event,request → coordinate → approve → execute → verify → close,False,False,M,high,required_against_authoritative_manifest
294,cross_functional.branch_opening_readiness,Branch opening readiness,Cross-functional,P0,manual_or_event,request → coordinate → approve → execute → verify → close,False,False,S,high,required_against_authoritative_manifest
295,cross_functional.project_status_collection_and_escalation,Project status collection and escalation,Cross-functional,P0,manual_or_event,request → coordinate → approve → execute → verify → close,False,True,M,high,required_against_authoritative_manifest
296,cross_functional.service_renewal_and_billing_coordination,Service renewal and billing coordination,Cross-functional,P0,schedule,request → coordinate → approve → execute → verify → close,False,False,L,high,required_against_authoritative_manifest
297,cross_functional.quality_nonconformance_handling,Quality nonconformance handling,Cross-functional,P0,manual_or_event,request → coordinate → approve → execute → verify → close,True,False,S,high,required_against_authoritative_manifest
298,cross_functional.corrective_action_tracking,Corrective action tracking,Cross-functional,P0,schedule,request → coordinate → approve → execute → verify → close,False,False,M,high,required_against_authoritative_manifest
299,cross_functional.business_continuity_exercise_coordination,Business continuity exercise coordination,Cross-functional,P1,manual_or_event,request → coordinate → approve → execute → verify → close,False,False,M,high,required_against_authoritative_manifest
300,cross_functional.executive_decision_memo_preparation,Executive decision memo preparation,Cross-functional,P1,manual_or_event,request → coordinate → approve → execute → verify → close,False,True,S,high,required_against_authoritative_manifest
